user_id,username,team_name,training,recommendations,filtered_recommendations,ifp_id,discover_id,brier_score,imputed
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4698,658,0.466948563218391,False
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4707,657,0.99994125,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4725,655,0.876272321428571,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4743,653,0.145614285714286,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4752,652,0.786264024390244,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4770,650,0.465246666666667,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4779,649,0.409336666666667,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4797,647,1.076112,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4815,683,0.0963404255319149,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4824,682,0.489948936170213,False
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4833,681,0.677544444444444,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4860,678,0.52905375,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4878,676,0.196544112769486,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4887,675,0.0266708333333333,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4914,672,0.0830427884615385,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4932,669,0.626098611111111,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4950,667,0.433192,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4959,666,0.40326091954023,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4977,699,0.614317647058824,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,4986,698,0.697778082191781,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5013,694,0.13087256097561,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5022,693,0.035734375,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5040,691,1.79209259259259,False
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5049,690,1.1818625,False
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5058,689,0.396082142857143,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5067,688,0.401488636363636,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5103,684,1.116763,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5157,713,0.881348,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5211,707,0.109656439393939,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5265,701,0.0617405303030303,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5328,731,0.282374264705882,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5355,728,0.28495,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5364,727,0.380236363636364,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5373,726,0.0672142857142857,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5382,725,0.231511538461538,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5391,724,0.018135,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5400,723,0.978610526315789,False
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5490,744,0.159639772727273,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5508,742,0.5,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5562,736,0.0191794871794872,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5643,762,0.222303947368421,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5652,761,0.390367857142857,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5661,760,0.307529166666667,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5760,784,0.38057027027027,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5886,804,1.38955365853659,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,5931,797,0.521,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,6039,819,1.40555806451613,True
9743,CL_654797BB4A91E5,team_1_turkers_cond_b,hifi,False,False,6345,836,0.19649,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3348,512,0.302008333333333,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3366,510,0.924785185185185,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3375,509,0.000647142857142858,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3393,507,0.290159259259259,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3402,506,0.0,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3420,504,0.100203358208955,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3429,503,0.382486206896552,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3438,502,1.53726666666667,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3456,500,0.502530769230769,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3465,499,0.236103846153846,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3474,498,0.315056818181818,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3609,514,0.0761572727272727,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3483,529,0.624290303030303,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3492,528,0.391442276422764,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3501,527,0.00928727272727273,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3510,525,0.00553673469387755,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3519,524,0.027465,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3537,522,0.723724074074074,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3555,520,0.158375,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3564,519,0.0325517857142857,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3573,518,0.301107692307692,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3600,515,0.268030392156863,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3627,546,0.426409090909091,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3645,543,0.02,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3654,541,0.0611571428571429,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3690,537,1.23667727272727,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3708,535,0.29885625,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3717,534,0.110297297297297,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3726,533,0.464873295454545,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3735,532,0.229346875,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3762,526,0.0137766990291262,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3879,559,0.660424675324675,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3789,549,0.043125,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3807,551,0.0998126865671642,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3834,554,0.00124867256637168,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3843,555,0.154171641791045,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3870,558,0.0193127659574468,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3888,560,0.486979166666667,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3897,562,0.128682105263158,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3906,561,0.5,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3924,564,0.725258208955224,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3951,567,0.443573684210526,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3960,568,0.369266598360656,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,3978,570,0.403846721311475,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4050,578,0.290586567164179,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4059,579,0.35535,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4086,582,0.813343214285714,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4095,583,0.231604964539007,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4104,584,0.0635026315789474,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4113,585,0.763048529411765,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4122,586,0.5,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4131,587,0.55380125,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4149,589,0.200774698795181,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4158,590,0.35837,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4176,593,1.38813575757576,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4185,594,0.653238805970149,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4194,595,0.103576119402985,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4203,596,0.0712905660377358,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4212,597,0.232423369565217,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4221,598,0.683627727272727,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4248,601,0.0002,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4257,602,0.927332407407407,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4275,604,0.225199583333333,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4284,605,0.07229375,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4293,606,0.0590377049180328,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4302,607,1.02343448275862,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4311,608,0.48515,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4320,609,0.710197297297297,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4329,610,1.65188787878788,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4338,628,0.592207246376812,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4365,624,1.1526375,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4383,622,0.0231054945054945,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4401,620,0.0633560606060606,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4419,618,0.0171814814814815,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4428,617,0.337514285714286,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4437,616,0.920156666666667,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4455,614,0.400183333333333,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4473,611,0.588808333333333,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4500,643,1.54144972677596,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4509,642,0.000961538461538462,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4518,641,0.348841483516484,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4527,640,1.11890961199295,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4536,639,0.227438492063492,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4545,638,0.0251478723404255,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4554,637,0.632457142857143,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4563,636,0.815529365079365,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4572,635,0.381045833333333,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4590,633,0.09163828125,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4599,632,0.225997569444444,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4608,631,1.01521590909091,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4626,629,0.667909090909091,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4644,665,0.00980740740740741,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4653,664,0.708872,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4698,658,0.329994827586207,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4707,657,0.99994125,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4725,655,0.876272321428571,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4743,653,0.125582142857143,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4752,652,0.786264024390244,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4770,650,0.465246666666667,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4779,649,0.409336666666667,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4797,647,1.076112,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4815,683,0.0481872340425532,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4824,682,1.20066382978723,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4833,681,0.677544444444444,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4860,678,0.52905375,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4878,676,0.196544112769486,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4887,675,0.0136166666666667,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4914,672,0.0830427884615385,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4932,669,0.626098611111111,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4950,667,0.433192,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4959,666,0.40326091954023,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4977,699,0.614317647058824,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,4986,698,0.697778082191781,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5013,694,0.13087256097561,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5022,693,0.035734375,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5040,691,1.28432092592593,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5049,690,0.12645,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5058,689,0.396082142857143,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5067,688,0.401488636363636,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5103,684,1.116763,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5157,713,0.881348,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5211,707,0.109656439393939,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5265,701,0.0617405303030303,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5328,731,0.282374264705882,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5355,728,0.28495,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5364,727,0.380236363636364,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5373,726,0.0672142857142857,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5382,725,0.231511538461538,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5391,724,0.018135,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5400,723,1.15903157894737,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5490,744,0.159639772727273,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5508,742,0.5,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5562,736,0.0191794871794872,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5643,762,0.222303947368421,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5652,761,0.390367857142857,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5661,760,0.307529166666667,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5760,784,0.38057027027027,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5886,804,1.76560975609756,False
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,5931,797,0.521,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,6039,819,1.40555806451613,True
9698,CL_FC5517F0136520,team_1_turkers_cond_b,lofi,False,False,6345,836,0.19649,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3348,512,0.2048,False
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3366,510,1.28,False
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3375,509,0.000647142857142858,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3393,507,0.290159259259259,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3402,506,0.0142714285714286,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3420,504,0.100203358208955,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3429,503,0.382486206896552,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3438,502,1.42083333333333,False
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3456,500,0.502530769230769,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3465,499,0.236103846153846,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3474,498,0.315056818181818,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3609,514,0.411386363636364,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3483,529,1.03901363636364,False
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3492,528,0.391442276422764,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3501,527,0.00928727272727273,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3510,525,0.00553673469387755,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3519,524,0.027465,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3537,522,0.723724074074074,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3555,520,0.1202575,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3564,519,0.0325517857142857,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3573,518,0.301107692307692,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3600,515,0.22625,False
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3627,546,0.425772727272727,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3645,543,0.02,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3654,541,0.339277678571429,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3690,537,1.23667727272727,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3708,535,0.29885625,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3717,534,0.110297297297297,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3726,533,0.464873295454545,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3735,532,0.229346875,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3762,526,0.0137766990291262,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3879,559,0.660424675324675,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3789,549,0.043125,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3807,551,0.0998126865671642,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3834,554,0.00327964601769912,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3843,555,0.0700276119402985,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3870,558,0.0193127659574468,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3888,560,0.486979166666667,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3897,562,0.128682105263158,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3906,561,0.5,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3924,564,0.725258208955224,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3951,567,0.452189473684211,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3960,568,0.369266598360656,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,3978,570,0.426176229508197,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4050,578,0.290586567164179,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4059,579,0.35535,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4086,582,0.813343214285714,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4095,583,0.231604964539007,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4104,584,0.0635026315789474,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4113,585,0.763048529411765,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4122,586,0.5,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4131,587,0.55380125,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4149,589,0.200774698795181,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4158,590,0.35837,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4176,593,1.82761757575758,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4185,594,0.653238805970149,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4194,595,0.103576119402985,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4203,596,0.0712905660377358,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4212,597,0.232423369565217,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4221,598,0.683627727272727,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4248,601,0.00418913043478261,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4257,602,0.927332407407407,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4275,604,0.225199583333333,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4284,605,0.07229375,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4293,606,0.0590377049180328,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4302,607,1.02343448275862,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4311,608,0.48515,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4320,609,0.710197297297297,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4329,610,1.65188787878788,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4338,628,0.592207246376812,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4365,624,1.1526375,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4383,622,0.0231054945054945,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4401,620,0.0633560606060606,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4419,618,0.0171814814814815,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4428,617,0.337514285714286,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4437,616,0.920156666666667,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4455,614,0.400183333333333,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4473,611,0.588808333333333,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4500,643,1.54144972677596,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4509,642,0.036775,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4518,641,0.348841483516484,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4527,640,1.11890961199295,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4536,639,0.227438492063492,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4545,638,0.0251478723404255,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4554,637,0.632457142857143,True
8928,CL_A16DABA576326E,team_1_turkers_cond_b,hifi,True,False,4563,636,0.815529365079365,True
